Event	ID	Name			Wwise Object Path	Notes
	544300867	Flashbang			\Default Work Unit\Stock4\Flashbang	
	761761105	Key_Pickup			\Default Work Unit\Allgemein\Key_Pickup	
	788884573	Stop			\Default Work Unit\Stop	
	1147059385	Stock3BGStop			\Default Work Unit\Stock3\Stock3BGStop	
	1404805401	DoorOpen			\Default Work Unit\Allgemein\DoorOpen	
	1553366040	PartyTime			\Default Work Unit\Stock4\PartyTime	
	1565151532	Stock2BGStop			\Default Work Unit\Stock2\Stock2BGStop	
	1697683977	DoorClosed			\Default Work Unit\Allgemein\DoorClosed	
	1721292362	LobbyBG			\Default Work Unit\Lobby\LobbyBG	
	1862445301	ResumeBG			\Default Work Unit\ResumeBG	
	2175140498	LobbyBGStop			\Default Work Unit\Lobby\LobbyBGStop	
	2241370003	MainBGStop			\Default Work Unit\MainMenu\MainBGStop	
	2385628198	Footsteps			\Default Work Unit\Allgemein\Footsteps	
	2565034306	ClockKeyPickup			\Default Work Unit\Stock2\ClockKeyPickup	
	2720010237	StartGameButton			\Default Work Unit\MainMenu\StartGameButton	
	2935626337	Stock3BG			\Default Work Unit\Stock3\Stock3BG	
	3070141355	Stock1BG			\Default Work Unit\Stock1\Stock1BG	
	3104535170	Stock4BG			\Default Work Unit\Stock4\Stock4BG	
	3317115262	MainMenuBG			\Default Work Unit\MainMenu\MainMenuBG	
	3506212420	Stock2BG			\Default Work Unit\Stock2\Stock2BG	
	4051332235	ButtonClick			\Default Work Unit\MainMenu\ButtonClick	
	4137697555	FinalDoor			\Default Work Unit\Stock4\FinalDoor	
	4195713867	Stock1BGStop			\Default Work Unit\Stock1\Stock1BGStop	

Switch Group	ID	Name			Wwise Object Path	Notes
	2385628198	Footsteps			\Default Work Unit\Footsteps	

Switch	ID	Name	Switch Group			Notes
	299048019	Wood_Knarr	Footsteps			
	2058049674	Wood	Footsteps			
	2144363834	Rock	Footsteps			

State Group	ID	Name			Wwise Object Path	Notes
	655265632	Alive			\Default Work Unit\Alive	

State	ID	Name	State Group			Notes
	655265632	Alive	Alive			
	748895195	None	Alive			
	2044049779	Dead	Alive			

Trigger	ID	Name			Wwise Object Path	Notes
	4163741908	New_Trigger			\Default Work Unit\New_Trigger	

Effect plug-ins	ID	Name	Type				Notes
	134575767	rise9	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\Dachgeschoss\rise9_295CD91C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dachgeschoss\rise9		112319
	148050561	Footsteps_Wood_Walk_04	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\Allgemein\Footsteps_Wood\Footsteps_Wood_Walk_04_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Wood_Knarrend\Footsteps_Wood_Walk_04		5319
	248425135	Footsteps_Wood_Walk_08	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\Allgemein\Footsteps_Wood\Footsteps_Wood_Walk_08_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Wood_Knarrend\Footsteps_Wood_Walk_08		3603
	250244351	Horror Theme #9 Normal	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Horror Theme #9_56CEF360.wem		\Interactive Music Hierarchy\Default Work Unit\Bg Musik\BG 1\Horror Theme #9 Normal		1619675
	250545174	Footsteps_Wood_Walk_10	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\Allgemein\Footsteps_Wood\Footsteps_Wood_Walk_10_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Wood_Knarrend\Footsteps_Wood_Walk_10		4964
	256417860	Footsteps_Wood_Walk_01	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\Allgemein\Footsteps_Wood\Footsteps_Wood_Walk_01_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Wood\Footsteps_Wood_Walk_01		4193
	257494614	lamp-electricity-buzzingwav-14609	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\lamp-electricity-buzzingwav-14609_56CEF360.wem		\Actor-Mixer Hierarchy\Default Work Unit\0\lamp-electricity-buzzingwav-14609		229956
	273483449	noise7	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\Allgemein\noise7_A3094A2A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Allgemein\DoorOpen\noise7		22343
	281733115	OBJCoin_InsJ_Coin_Spending_01	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\Allgemein\Key Pickup\OBJCoin_InsJ_Coin_Spending_01_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Allgemein\Key Pickup\OBJCoin_InsJ_Coin_Spending_01		13133
	322929756	DOORAntq_InsJ_Door_Church_Closing_01-01	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\Allgemein\DOORAntq_InsJ_Door_Church_Closing_01-01_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Allgemein\DOORAntq_InsJ_Door_Church_Closing_01-01		26409
	330383340	Footsteps_Rock_Walk_02	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\0.Erdgeschoss\Footsteps_Rock\Footsteps_Rock_Walk_02_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Rock\Footsteps_Rock_Walk_02		4033
	331036737	Footsteps_Rock_Walk_01	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\0.Erdgeschoss\Footsteps_Rock\Footsteps_Rock_Walk_01_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Rock\Footsteps_Rock_Walk_01		3965
	352155599	DM-CGS-04_Kopie	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\2.Stock\DM-CGS-04_DF2D7024.wem		\Actor-Mixer Hierarchy\Default Work Unit\2\DM-CGS-04_Kopie		6599
	406853291	SR_Strange_room	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\BG\SR_Strange_room_56CEF360.wem		\Actor-Mixer Hierarchy\Default Work Unit\BG\SR_Strange_room		1059787
	413314599	CLOCKTick_InsJ_Clock-01_Ticking_Single-01	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\2.Stock\CLOCKTick_InsJ_Clock-01_Ticking_Single-01_2C9019F0.wem		\Actor-Mixer Hierarchy\Default Work Unit\2\CLOCKTick_InsJ_Clock-01_Ticking_Single-01		14061
	483930553	Amb_bell	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\BG\Amb_bell_D39A0EDE.wem		\Actor-Mixer Hierarchy\Default Work Unit\BG\Amb_bell		62665
	517972216	Footsteps_Wood_Walk_02	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\Allgemein\Footsteps_Wood\Footsteps_Wood_Walk_02_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Wood\Footsteps_Wood_Walk_02		4271
	536357085	noise3	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\3.Stock\Messerschleifen\noise3_0095A85A.wem		\Actor-Mixer Hierarchy\Default Work Unit\3\Messerschleifen\noise3		41155
	537258712	noise34	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\noise34_56CEF360.wem		\Interactive Music Hierarchy\Default Work Unit\Bg Musik\BG Lobby\noise34		69752
	539979854	Footsteps_Rock_Walk_09	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\0.Erdgeschoss\Footsteps_Rock\Footsteps_Rock_Walk_09_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Rock\Footsteps_Rock_Walk_09		4493
	622548957	white-noise-179828	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\white-noise-179828_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\1\white-noise-179828		1022520
	631768779	Door-squeaking	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Door-squeaking_F2AA67E3.wem		\Actor-Mixer Hierarchy\Default Work Unit\Allgemein\DoorOpen\Door-squeaking		22397
	664799748	noise38	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\3.Stock\Messerschleifen\noise38_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\3\Messerschleifen\noise38		25692
	687987218	Footsteps_Wood_Walk_07	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\Allgemein\Footsteps_Wood\Footsteps_Wood_Walk_07_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Wood_Knarrend\Footsteps_Wood_Walk_07		5260
	693500632	noise29	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\1.Stock\noise29_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\1\noise29		37654
	694772785	Shoes-squeak-on-wooden-floor	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Shoes-squeak-on-wooden-floor_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Wood_Knarrend\Shoes-squeak-on-wooden-floor		4538
	709133678	Footsteps_Rock_Walk_07	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\0.Erdgeschoss\Footsteps_Rock\Footsteps_Rock_Walk_07_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Rock\Footsteps_Rock_Walk_07		3928
	739798177	water-drip-72357	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\water-drip-72357_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\1\water-drip-72357		250197
	749705989	DM-CGS-04	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\2.Stock\DM-CGS-04_56CEF360.wem		\Actor-Mixer Hierarchy\Default Work Unit\2\DM-CGS-04		8783
	774566217	Footsteps_Rock_Walk_05	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\0.Erdgeschoss\Footsteps_Rock\Footsteps_Rock_Walk_05_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Rock\Footsteps_Rock_Walk_05		4604
	786818957	click	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\click_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Allgemein\click		869
	788351061	Footsteps_Wood_Walk_06	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\Allgemein\Footsteps_Wood\Footsteps_Wood_Walk_06_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Wood_Knarrend\Footsteps_Wood_Walk_06		5199
	806089115	noise39	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\3.Stock\Messerschleifen\noise39_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\3\Messerschleifen\noise39		38322
	829995634	bell1	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\bell1_56CEF360.wem		\Interactive Music Hierarchy\Default Work Unit\Bg Musik\BG 1\bell1		116908
	867474887	beat3	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\beat3_56CEF360.wem		\Interactive Music Hierarchy\Default Work Unit\Bg Musik\Herzklopfen\beat3		19442
	880822252	fluorescent-lamp-flickering-17625	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\fluorescent-lamp-flickering-17625_56CEF360.wem		\Actor-Mixer Hierarchy\Default Work Unit\0\fluorescent-lamp-flickering-17625		1007664
	927070855	noise37	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\3.Stock\Messerschleifen\noise37_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\3\Messerschleifen\noise37		45055
	935561141	Horror Theme #1 Lobby	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Horror Theme #1_56CEF360.wem		\Interactive Music Hierarchy\Default Work Unit\Bg Musik\BG Lobby\Horror Theme #1 Lobby		1961537
	948170472	party-horn-68443	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\party-horn-68443_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dachgeschoss\party-horn-68443		154261
	959194428	Footsteps_Wood_Walk_05	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\Allgemein\Footsteps_Wood\Footsteps_Wood_Walk_05_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Wood_Knarrend\Footsteps_Wood_Walk_05		4645
	978743873	Footsteps_Rock_Walk_06	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\Musikdiewirnutzenwollen\0.Erdgeschoss\Footsteps_Rock\Footsteps_Rock_Walk_06_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Rock\Footsteps_Rock_Walk_06		4494
	1036100041	audience-applause-with-cheering-100682	G:\Game Design\HAW Master\Audio\Wwise-Projekt\Wwise-Projekt\Wwise Project\Wwise Project_WwiseProject\.cache\Windows\SFX\audience-applause-with-cheering-100682_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dachgeschoss\audience-applause-with-cheering-100682		115992

